siteid	size	segmentid	n	k	a	cost	max(date)	min(date)	days
738982	728x90	65	2015	0	0	0.99	2012-01-11	2011-03-01	316
789821	160x600	1183	2016	0	0	0.57	2011-11-19	2011-03-02	262
774667	728x90	1183	2016	5	0	3.12	2011-04-04	2011-03-09	26
783647	300x250	1183	2017	0	0	0.96	2012-02-03	2011-03-10	330
804527	160x600	87	2019	1	0	1.31	2011-11-08	2011-07-13	118
801813	160x600	87	2019	2	0	0.87	2012-02-05	2011-07-13	207
802458	120x600	87	2020	0	0	0.62	2011-10-21	2011-04-13	191
763080	234x60	67	2023	0	0	0.10	2012-02-05	2011-04-21	290
781629	300x250	1183	2026	1	0	3.53	2011-09-14	2011-03-09	189
747845	300x250	1	2043	1	0	0.88	2011-09-08	2011-03-01	191
782096	160x600	1183	2048	1	0	0.58	2011-06-18	2011-03-01	109
770167	728x90	1183	2049	0	0	0.01	2011-12-06	2011-03-07	274
745054	728x90	1	2050	2	0	0.01	2011-09-12	2011-07-04	70
791309	160x600	87	2051	1	0	0.70	2012-01-19	2011-03-14	311
796710	468x60	87	2051	0	0	0.31	2012-01-03	2011-03-09	300
798012	160x600	1183	2058	0	0	0.07	2012-01-06	2011-03-03	309
773246	300x250	1183	2067	1	0	0.08	2011-09-26	2011-03-01	209
763109	300x250	1	2072	1	0	1.52	2012-02-05	2011-07-13	207
773517	120x600	1183	2073	0	0	0.04	2011-09-27	2011-03-01	210
755393	300x250	1183	2075	1	0	1.98	2012-02-05	2011-07-13	207
797440	728x90	1183	2076	0	0	1.01	2011-12-31	2011-03-16	290
791207	160x600	1183	2082	4	0	0.93	2011-05-04	2011-03-01	64
784668	728x90	1183	2090	0	0	0.01	2011-09-07	2011-06-06	93
790934	728x90	1183	2094	4	0	1.60	2011-06-23	2011-03-01	114
807684	728x90	87	2100	4	0	0.79	2012-01-18	2011-07-13	189
779703	728x90	1183	2101	1	0	0.25	2011-07-11	2011-03-01	132
806369	300x250	-20	2101	0	0	0.01	2011-07-18	2011-07-15	3
791349	160x600	79	2104	1	0	0.70	2011-11-08	2011-03-01	252
780384	300x250	1183	2110	1	0	0.96	2011-10-11	2011-03-10	215
805824	160x600	1183	2113	1	0	0.56	2011-09-09	2011-07-13	58
786348	728x90	1183	2118	1	0	1.74	2012-02-05	2011-03-03	339
805121	300x250	87	2118	2	0	0.59	2012-02-05	2011-07-13	207
783028	728x90	1183	2126	8	0	0.01	2011-09-12	2011-03-03	193
789111	728x90	81	2127	2	0	1.38	2011-08-28	2011-03-01	180
751385	728x90	1	2129	1	0	2.74	2012-02-05	2011-07-13	207
793535	468x60	1235	2131	2	0	0.16	2012-01-11	2011-07-13	182
797037	160x600	87	2131	3	0	0.01	2011-09-08	2011-03-10	182
787609	300x250	1183	2135	0	0	0.03	2011-08-29	2011-03-18	164
807884	300x250	1183	2137	0	0	0.01	2011-12-16	2011-07-08	161
804572	728x90	1183	2137	3	0	2.98	2011-12-31	2011-07-13	171
807170	728x90	87	2141	8	0	0.59	2012-02-05	2011-07-13	207
758998	300x250	1183	2146	0	0	0.03	2011-09-14	2011-03-01	197
765410	728x90	69	2149	0	0	0.04	2012-02-02	2011-03-01	338
792977	728x90	1183	2150	1	0	0.28	2011-09-06	2011-03-01	189
783661	728x90	1183	2154	0	0	0.41	2012-02-03	2011-03-02	338
764252	160x600	81	2155	2	0	2.18	2011-05-19	2011-03-12	68
777231	728x90	1183	2156	1	0	1.15	2011-12-15	2011-07-13	155
789192	300x250	87	2156	0	0	1.10	2011-12-28	2011-03-15	288
790766	728x90	1183	2157	0	0	0.02	2011-09-23	2011-03-06	201
807425	728x90	87	2158	2	0	0.34	2012-02-05	2011-07-13	207
790753	160x600	1183	2159	0	0	0.70	2011-09-11	2011-03-01	194
736048	300x250	1183	2164	0	1	1.51	2012-02-05	2011-04-04	307
800343	728x90	82	2166	1	0	0.02	2011-12-18	2011-07-14	157
783106	728x90	87	2166	1	0	1.66	2012-02-05	2011-07-13	207
801958	728x90	87	2168	1	0	0.63	2012-02-05	2011-07-13	207
800279	300x250	66	2174	2	0	1.04	2011-09-16	2011-07-13	65
791432	300x250	87	2182	0	0	1.82	2011-09-21	2011-03-03	202
768582	728x90	1183	2192	3	0	1.68	2012-02-05	2011-07-13	207
792952	300x250	1183	2192	0	0	0.01	2011-07-20	2011-03-02	140
790171	728x90	87	2195	1	0	0.79	2012-02-05	2011-03-09	333
803602	728x90	1236	2201	0	0	0.02	2011-10-21	2011-08-19	63
767513	728x90	1183	2202	2	0	0.59	2012-02-05	2011-07-14	206
743227	300x250	1183	2208	14	0	5.60	2011-04-19	2011-03-10	40
765469	160x600	1183	2210	2	0	0.06	2011-10-07	2011-03-01	220
792068	300x250	1183	2210	18	0	1.75	2011-05-28	2011-03-01	88
780963	300x250	1183	2224	1	0	0.13	2011-12-15	2011-03-10	280
780074	728x90	1236	2225	0	0	1.17	2011-10-21	2011-03-09	226
795931	728x90	1183	2227	1	0	0.26	2011-04-06	2011-03-09	28
805353	728x90	87	2228	0	0	0.07	2011-12-31	2011-07-13	171
761713	728x90	68	2233	0	0	0.51	2012-01-18	2011-05-23	240
783507	728x90	1183	2233	0	0	0.58	2012-02-05	2011-03-02	340
797809	160x600	1183	2238	0	0	2.02	2012-02-05	2011-03-12	330
791068	300x250	87	2238	0	0	0.40	2011-07-25	2011-03-09	138
743206	160x600	85	2246	18	0	5.44	2011-06-05	2011-03-09	88
797621	300x250	87	2247	1	1	1.64	2012-02-05	2011-07-13	207
783920	300x250	1236	2249	1	0	2.53	2012-02-05	2011-07-13	207
781891	300x250	87	2250	1	0	1.34	2011-08-12	2011-07-13	30
802493	160x600	1183	2254	0	0	0.45	2012-02-05	2011-07-13	207
806225	300x250	1183	2255	1	0	0.50	2012-02-05	2011-07-13	207
762290	300x250	87	2256	0	0	1.12	2011-09-27	2011-03-22	189
811776	160x600	1183	2257	8	0	0.02	2011-08-19	2011-08-19	0
783005	728x90	87	2257	0	0	0.05	2011-10-20	2011-03-10	224
790524	728x90	1183	2259	0	0	2.22	2011-06-09	2011-03-09	92
785004	728x90	1183	2259	2	0	0.28	2011-09-26	2011-03-01	209
794901	160x600	1183	2266	0	0	0.74	2012-02-05	2011-03-13	329
788009	300x250	1183	2266	0	0	0.01	2011-09-20	2011-03-30	174
796071	728x90	1183	2268	0	0	0.08	2011-12-13	2011-03-11	277
796469	728x90	87	2272	3	0	0.57	2011-10-05	2011-03-11	208
800239	728x90	87	2277	2	0	0.01	2011-09-17	2011-06-29	80
780802	300x250	81	2278	1	0	0.01	2011-07-26	2011-04-02	115
805872	300x250	1183	2283	0	0	0.66	2011-10-08	2011-07-13	87
717825	160x600	65	2284	0	0	0.01	2012-02-05	2011-08-09	180
792041	728x90	1183	2291	3	0	1.32	2011-08-17	2011-05-20	89
780272	300x250	1183	2295	2	0	0.73	2011-09-14	2011-03-09	189
791352	300x250	83	2300	0	0	0.11	2011-12-16	2011-03-03	288
801525	300x250	1183	2303	0	0	0.37	2011-11-29	2011-07-13	139
804456	300x250	87	2303	1	0	0.57	2012-02-03	2011-07-14	204
790833	728x90	1183	2308	1	0	0.21	2011-08-15	2011-03-28	140
759237	300x250	1183	2309	0	0	1.34	2011-03-30	2011-03-01	29
781892	160x600	87	2313	7	0	2.48	2011-08-10	2011-07-14	27
775725	300x250	1183	2317	0	0	2.75	2011-06-19	2011-03-01	110
801836	728x90	87	2333	0	0	0.61	2011-08-17	2011-07-13	35
795697	300x250	87	2333	0	0	1.21	2012-02-05	2011-03-21	321
762245	728x90	1183	2339	2	0	0.01	2011-09-27	2011-03-06	205
797977	728x90	87	2341	0	0	0.15	2011-07-23	2011-03-10	135
805122	300x250	1183	2348	1	0	0.13	2012-02-05	2011-07-13	207
788692	728x90	1183	2349	7	0	1.53	2011-04-15	2011-03-11	35
789109	160x600	82	2349	1	0	0.67	2011-08-31	2011-03-01	183
799654	728x90	1183	2360	0	0	0.32	2011-08-02	2011-03-08	147
792635	728x90	1183	2365	7	0	1.10	2011-06-27	2011-03-01	118
775517	728x90	79	2368	2	0	1.65	2011-09-27	2011-03-01	210
772842	728x90	1183	2369	2	1	1.12	2011-07-08	2011-05-20	49
789045	728x90	1236	2371	2	0	0.91	2011-09-26	2011-03-12	198
782608	160x600	1183	2372	1	0	0.58	2011-06-20	2011-03-08	104
792795	300x250	1183	2379	0	0	0.24	2011-09-06	2011-03-01	189
770509	728x90	87	2388	4	0	2.03	2011-05-24	2011-03-04	81
804808	300x250	1183	2389	0	0	0.42	2012-01-08	2011-07-01	191
730431	160x600	85	2394	1	0	0.13	2011-08-12	2011-03-07	158
795502	728x90	1183	2398	0	0	0.03	2011-07-19	2011-03-24	117
781303	160x600	1183	2411	2	0	0.07	2012-02-03	2011-07-13	205
782254	728x90	1183	2411	0	0	1.46	2011-09-02	2011-03-01	185
797876	300x250	1183	2411	0	0	0.02	2011-10-30	2011-03-31	213
797007	728x90	1183	2416	0	0	2.08	2011-03-15	2011-03-09	6
762555	728x90	1	2417	0	0	0.14	2012-02-03	2011-03-03	337
805691	728x90	1183	2418	4	0	0.59	2012-02-05	2011-07-13	207
799518	160x600	1183	2421	1	0	0.24	2011-12-12	2011-07-13	152
799311	728x90	1183	2428	1	0	1.95	2012-02-03	2011-03-09	331
791175	300x250	1183	2428	1	0	0.64	2011-08-17	2011-03-09	161
789250	728x90	1183	2430	0	0	0.80	2011-08-25	2011-03-30	148
780861	728x90	1183	2432	1	0	0.40	2012-02-05	2011-07-13	207
740863	300x250	79	2432	2	0	3.03	2012-01-22	2011-07-14	192
743250	300x250	1183	2433	0	0	2.74	2011-03-17	2011-03-15	2
749598	300x250	1	2434	4	0	1.01	2011-10-15	2011-03-14	215
804717	300x250	1183	2443	1	0	3.19	2011-12-22	2011-07-13	162
776471	160x600	1183	2449	2	0	0.08	2011-08-08	2011-03-09	152
793273	160x600	1183	2452	2	0	1.88	2011-05-05	2011-03-01	65
782304	300x250	1183	2452	2	0	1.16	2012-02-04	2011-07-13	206
781768	728x90	87	2455	0	0	0.34	2011-06-21	2011-03-09	104
770482	300x250	87	2457	2	0	1.65	2011-08-13	2011-03-11	155
790781	300x250	1183	2462	2	0	2.96	2011-07-08	2011-03-09	121
782132	468x60	87	2464	0	0	0.43	2012-02-03	2011-07-13	205
753224	160x600	1183	2466	1	0	1.24	2011-12-30	2011-07-13	170
785235	300x250	1183	2477	0	0	0.02	2011-07-24	2011-03-01	145
755848	728x90	1183	2478	1	0	0.11	2011-10-05	2011-03-09	210
798765	300x250	1183	2478	0	0	0.09	2011-12-31	2011-03-14	292
756791	728x90	67	2482	0	0	0.44	2012-01-11	2011-07-13	182
807159	300x250	1183	2486	3	0	1.44	2012-02-04	2011-07-13	206
772795	300x250	1183	2488	6	0	2.94	2012-02-05	2011-04-02	309
797039	468x60	87	2488	0	0	0.80	2011-07-20	2011-07-13	7
792345	160x600	1183	2488	2	0	0.29	2012-02-05	2011-07-15	205
790523	728x90	1183	2491	3	0	1.10	2011-06-09	2011-03-10	91
787219	160x600	1183	2493	6	0	0.07	2011-08-24	2011-03-10	167
775065	728x90	1183	2499	0	0	0.51	2011-06-13	2011-03-01	104
805741	300x250	1183	2505	0	0	0.41	2012-02-05	2011-07-13	207
789452	728x90	1183	2506	0	0	0.82	2012-01-28	2011-07-13	199
746150	160x600	1	2506	3	0	0.89	2011-04-01	2011-03-01	31
789758	728x90	1183	2515	0	0	0.07	2011-05-21	2011-03-09	73
785056	160x600	1183	2524	0	0	0.58	2011-07-17	2011-03-01	138
788601	300x250	1183	2526	0	0	0.17	2011-10-17	2011-07-10	99
790556	160x600	87	2526	3	0	0.45	2011-09-27	2011-03-03	208
805153	728x90	1183	2527	0	0	0.38	2011-09-06	2011-07-13	55
799824	120x600	1183	2531	1	0	0.01	2011-10-21	2011-03-09	226
801058	300x250	1183	2533	0	0	0.08	2012-02-05	2011-07-13	207
784180	160x600	85	2540	0	0	0.01	2011-04-17	2011-03-01	47
789062	160x600	79	2542	1	0	1.04	2011-08-30	2011-03-09	174
805748	160x600	1183	2544	0	0	0.46	2012-02-05	2011-07-13	207
761713	728x90	67	2556	0	0	0.63	2012-02-05	2011-07-13	207
789960	468x60	1183	2557	0	0	0.02	2011-09-20	2011-03-03	201
762247	160x600	1	2558	1	0	0.10	2011-09-27	2011-03-17	194
795544	160x600	1183	2566	0	0	0.02	2011-09-27	2011-03-01	210
776810	728x90	68	2566	1	0	1.01	2011-07-10	2011-03-18	114
802271	728x90	1183	2566	0	0	0.06	2012-02-05	2011-07-16	204
783204	728x90	1183	2570	3	0	1.68	2011-07-05	2011-03-02	125
735252	728x90	1	2572	0	0	0.02	2011-05-05	2011-03-01	65
795100	300x250	87	2578	30	0	0.02	2011-09-27	2011-03-01	210
796729	160x600	1183	2578	0	0	0.33	2011-09-27	2011-03-03	208
767172	160x600	87	2579	0	0	0.79	2011-06-04	2011-03-01	95
776530	300x250	1183	2582	3	0	1.73	2011-07-25	2011-03-01	146
806520	160x600	1183	2591	1	0	1.23	2012-01-27	2011-07-13	198
777331	728x90	1183	2600	10	0	0.15	2011-10-07	2011-03-01	220
769959	728x90	1183	2603	5	0	2.72	2012-02-05	2011-03-14	328
777890	728x90	87	2609	18	0	3.53	2012-02-05	2011-03-01	341
790870	120x600	1183	2611	4	0	0.15	2011-07-02	2011-03-02	122
790642	300x250	1183	2621	0	0	1.86	2011-10-04	2011-03-09	209
757001	300x250	1183	2623	9	0	6.94	2012-02-05	2011-07-13	207
796903	300x250	84	2625	3	0	1.29	2011-08-11	2011-07-06	36
756999	728x90	1183	2627	1	0	1.84	2012-02-05	2011-07-13	207
803674	160x600	1183	2627	1	0	0.96	2012-02-05	2011-07-13	207
787702	468x60	1183	2630	2	0	0.08	2011-08-25	2011-03-01	177
796513	160x600	1183	2644	0	0	1.32	2011-05-04	2011-03-03	62
801653	300x250	1183	2649	3	0	1.10	2012-02-05	2011-07-19	201
789822	728x90	1183	2654	0	0	0.24	2011-11-19	2011-03-01	263
803592	300x250	87	2662	2	0	1.70	2012-02-04	2011-07-13	206
807499	300x250	87	2667	1	0	1.21	2012-02-05	2011-07-13	207
785405	300x250	87	2673	0	0	1.45	2011-09-27	2011-04-02	178
765378	728x90	87	2678	0	0	3.23	2011-11-22	2011-07-13	132
780387	728x90	1236	2681	3	0	1.26	2011-08-15	2011-04-05	132
800281	728x90	66	2689	0	0	0.93	2011-09-16	2011-07-13	65
783208	728x90	1183	2695	1	0	0.35	2011-09-26	2011-03-06	204
734475	300x250	1183	2696	4	0	0.28	2011-09-24	2011-03-09	199
795376	160x600	1183	2703	0	0	0.71	2011-08-27	2011-03-01	179
764906	300x250	87	2705	5	0	0.47	2012-02-04	2011-07-13	206
767176	300x250	79	2706	7	0	3.75	2011-04-27	2011-03-15	43
761110	728x90	82	2711	8	0	1.00	2011-04-01	2011-03-04	28
777228	160x600	1183	2713	0	0	0.33	2011-12-13	2011-03-09	279
792038	160x600	1183	2717	1	0	0.51	2011-08-18	2011-03-01	170
727897	160x600	1	2720	0	0	0.05	2011-06-28	2011-03-09	111
787080	160x600	1183	2733	3	0	1.05	2011-12-23	2011-03-01	297
798831	300x250	87	2738	3	0	2.14	2012-02-05	2011-03-17	325
743206	160x600	78	2739	43	0	12.40	2011-10-04	2011-03-09	209
805340	300x250	1183	2749	2	0	0.44	2012-02-05	2011-07-14	206
808415	468x60	87	2755	13	0	0.54	2011-08-24	2011-07-13	42
790802	160x600	1183	2765	15	0	0.32	2011-05-12	2011-03-02	71
765057	300x250	1183	2768	3	0	1.37	2011-11-23	2011-03-01	267
765388	728x90	1183	2776	1	0	0.22	2011-07-31	2011-03-03	150
775919	728x90	1183	2778	1	0	2.92	2011-12-23	2011-03-09	289
786841	300x250	1183	2779	1	0	0.32	2011-08-28	2011-03-22	159
753488	728x90	1	2784	0	0	0.18	2012-02-04	2011-03-11	330
781077	468x60	1183	2786	0	0	0.22	2012-02-04	2011-07-01	218
798767	728x90	1183	2789	0	0	0.59	2012-02-04	2011-03-03	338
772808	300x250	1183	2794	2	0	0.59	2012-02-05	2011-03-01	341
794578	728x90	87	2797	2	0	0.72	2012-02-05	2011-03-07	335
769766	300x250	1183	2798	1	0	0.65	2011-07-13	2011-04-22	82
796465	160x600	87	2799	5	0	0.42	2011-10-06	2011-03-01	219
787658	728x90	87	2804	0	0	0.41	2011-09-17	2011-03-09	192
773828	160x600	1183	2805	1	0	0.21	2012-01-02	2011-03-01	307
792786	300x250	87	2814	1	0	0.06	2011-09-27	2011-03-15	196
743214	728x90	1183	2815	0	0	1.67	2011-06-09	2011-03-09	92
801371	300x250	1183	2830	4	0	5.30	2012-01-13	2011-07-13	184
779734	300x250	1183	2834	1	0	1.07	2012-01-28	2011-03-01	333
769582	728x90	87	2835	0	0	1.58	2011-04-22	2011-03-03	50
780987	728x90	87	2836	1	0	3.12	2012-02-05	2011-07-13	207
785016	300x250	1183	2839	2	0	1.51	2011-07-17	2011-03-01	138
806985	160x600	1183	2839	5	0	0.56	2011-11-09	2011-07-13	119
737372	728x90	83	2853	1	0	0.01	2011-08-10	2011-03-15	148
756430	160x600	79	2856	0	0	0.03	2011-05-05	2011-03-01	65
786795	728x90	1183	2859	4	0	0.02	2011-11-08	2011-03-18	235
804621	300x250	1183	2883	2	0	2.29	2012-01-19	2011-07-14	189
807939	728x90	1183	2884	0	0	0.01	2011-09-14	2011-08-02	43
790524	300x250	1183	2886	3	0	6.16	2011-03-22	2011-03-09	13
806883	300x250	1183	2919	1	0	1.66	2011-10-19	2011-07-13	98
820959	300x250	78	2925	18	0	0.01	2012-01-19	2012-01-19	0
760586	160x600	1183	2933	2	0	0.01	2011-09-06	2011-03-02	188
783901	728x90	87	2936	0	0	1.03	2011-10-20	2011-04-22	181
789062	160x600	81	2943	0	0	0.92	2011-09-27	2011-03-01	210
747278	160x600	1183	2945	19	0	0.16	2011-04-23	2011-03-01	53
774224	728x90	87	2957	0	0	0.40	2012-02-05	2011-05-29	252
743192	300x250	1183	2957	11	0	7.34	2011-04-30	2011-03-09	52
804056	728x90	87	2976	0	0	5.60	2012-01-06	2011-07-13	177
778703	160x600	1183	2977	1	0	0.47	2011-07-10	2011-03-03	129
807162	300x250	87	2980	10	0	0.68	2012-02-05	2011-07-13	207
805956	728x90	1183	2993	10	0	2.21	2012-02-05	2011-08-16	173
785634	160x600	87	2995	1	0	0.94	2012-02-05	2011-03-04	338
788600	300x250	87	2996	2	0	0.73	2011-10-05	2011-03-18	201
807747	160x600	87	3000	0	0	0.13	2011-08-03	2011-07-10	24
794592	300x250	1183	3005	1	0	2.08	2011-08-16	2011-07-13	34
775390	728x90	1183	3007	0	0	1.15	2011-03-26	2011-03-01	25
754576	728x90	1183	3016	3	0	1.21	2011-07-05	2011-03-03	124
721127	300x250	84	3019	5	0	4.26	2011-06-02	2011-03-09	85
720833	300x250	79	3021	2	0	6.52	2012-02-05	2011-07-13	207
760588	728x90	1183	3024	1	0	0.13	2011-06-26	2011-03-05	113
743244	300x250	1183	3026	5	0	1.35	2011-03-21	2011-03-10	11
752286	120x600	1183	3028	5	0	0.82	2011-09-27	2011-03-01	210
747024	300x250	1183	3030	1	0	1.68	2012-02-04	2011-07-13	206
772042	300x250	1183	3032	0	0	0.04	2011-08-16	2011-03-02	167
776514	160x600	1183	3035	0	0	1.07	2011-07-05	2011-03-01	126
778701	728x90	1183	3040	2	0	0.41	2011-05-24	2011-03-01	84
743177	300x250	1183	3047	19	0	9.94	2011-04-28	2011-03-11	48
743198	300x250	82	3049	7	0	8.82	2011-04-07	2011-03-01	37
790639	728x90	79	3051	0	0	4.56	2012-02-05	2011-07-13	207
743210	300x250	84	3053	10	0	7.04	2011-06-05	2011-03-01	96
796018	728x90	1183	3056	11	0	1.33	2011-06-29	2011-05-17	43
787704	468x60	1183	3057	1	0	0.13	2011-08-25	2011-03-01	177
787806	160x600	87	3057	2	0	0.06	2011-10-07	2011-03-01	220
805095	160x600	87	3059	1	0	4.03	2012-02-05	2011-07-13	207
789507	728x90	1183	3074	0	0	2.61	2011-08-24	2011-03-02	175
793098	728x90	1183	3075	3	0	3.61	2011-09-14	2011-03-01	197
801283	160x600	1183	3081	0	0	0.60	2011-08-28	2011-07-01	58
786976	160x600	87	3087	1	0	0.04	2011-09-23	2011-03-09	198
790963	300x250	1183	3088	8	0	1.53	2011-12-05	2011-03-09	271
791942	728x90	87	3092	2	0	0.01	2011-09-27	2011-03-01	210
778509	300x250	1183	3108	0	0	1.36	2012-01-01	2011-10-21	72
798960	468x60	1183	3118	0	0	0.10	2011-10-21	2011-03-03	232
807393	728x90	1183	3121	1	0	0.13	2011-10-08	2011-07-13	87
805291	728x90	87	3143	0	0	0.94	2011-09-27	2011-06-29	90
795113	160x600	1183	3148	8	0	0.01	2011-09-26	2011-03-09	201
798436	728x90	1183	3156	0	0	0.60	2012-02-05	2011-03-19	323
795132	728x90	87	3172	0	0	1.10	2011-08-23	2011-06-30	54
787209	160x600	1183	3173	2	0	0.70	2011-08-17	2011-03-01	169
745296	160x600	1	3175	1	0	0.06	2011-05-12	2011-03-01	72
772179	160x600	1183	3178	1	0	0.90	2011-09-27	2011-03-09	202
780273	728x90	1183	3187	2	0	1.48	2011-08-13	2011-03-09	157
801587	300x250	87	3189	0	0	3.10	2011-12-26	2011-07-13	166
782450	160x600	1183	3192	0	0	0.05	2011-09-09	2011-03-04	189
796332	728x90	1183	3192	2	0	0.01	2011-09-27	2011-03-03	208
777350	160x600	1183	3203	27	0	1.19	2011-09-21	2011-03-01	204
788727	728x90	1183	3203	0	0	1.21	2011-12-01	2011-03-24	252
800016	300x250	1183	3203	5	0	0.86	2012-02-03	2011-03-10	330
764213	300x250	378	3204	1	0	0.79	2012-01-10	2011-03-01	315
803034	300x250	1183	3207	0	0	0.29	2012-01-03	2011-07-16	171
791352	300x250	84	3208	0	0	0.08	2011-08-22	2011-03-04	171
816530	728x90	1183	3212	3	0	0.02	2012-01-04	2012-01-03	1
807618	300x250	1183	3218	0	0	0.87	2011-09-27	2011-07-13	76
801013	728x90	1183	3227	3	0	0.98	2012-02-05	2011-07-13	207
800110	160x600	1235	3247	1	0	2.25	2012-02-05	2011-07-13	207
790533	120x600	1183	3250	0	0	0.33	2011-06-26	2011-03-02	116
795104	160x600	87	3252	50	0	0.64	2011-09-27	2011-03-01	210
780883	728x90	87	3256	0	0	1.84	2011-10-21	2011-03-09	226
751384	160x600	1183	3260	0	0	1.33	2012-02-05	2011-07-13	207
801098	300x250	87	3267	38	0	1.24	2012-02-04	2011-07-13	206
734478	300x250	1183	3272	1	0	1.62	2012-02-03	2011-07-13	205
791186	300x250	87	3273	2	0	2.06	2011-07-11	2011-03-03	130
777343	160x600	1183	3273	30	0	1.23	2011-09-22	2011-03-01	205
767028	300x250	87	3284	1	0	2.11	2012-01-01	2011-03-01	306
777408	160x600	87	3285	2	0	0.91	2011-07-24	2011-03-01	145
807303	160x600	1183	3285	1	0	1.52	2012-02-05	2011-06-30	220
790391	300x250	1183	3286	0	0	1.42	2011-05-06	2011-03-01	66
712908	300x250	1	3286	1	0	2.89	2011-09-27	2011-04-02	178
792366	300x250	1183	3288	0	0	0.01	2011-08-03	2011-03-01	155
782736	300x250	79	3303	0	1	4.53	2012-02-05	2011-07-13	207
734476	728x90	1183	3309	0	0	0.21	2011-10-21	2011-03-01	234
785604	160x600	1183	3309	0	0	0.78	2011-10-21	2011-03-01	234
799017	160x600	1183	3310	1	0	0.60	2012-02-03	2011-03-03	337
799592	728x90	1183	3314	2	0	0.72	2011-11-13	2011-03-07	251
783166	728x90	1183	3319	6	0	1.33	2011-07-22	2011-03-01	143
751683	728x90	1	3321	6	0	2.44	2011-04-17	2011-03-01	47
808807	300x250	87	3324	2	0	1.60	2012-02-03	2011-07-13	205
810952	728x90	1183	3326	36	0	0.01	2011-08-12	2011-08-12	0
803521	300x250	1183	3330	3	0	0.61	2011-12-27	2011-07-13	167
762607	728x90	1183	3338	2	0	0.02	2011-09-08	2011-04-15	146
782236	728x90	1183	3339	1	0	0.19	2011-06-12	2011-03-09	95
764290	728x90	1	3348	3	0	0.89	2012-02-05	2011-03-02	340
776718	728x90	1183	3350	0	0	0.02	2011-05-05	2011-03-01	65
792612	160x600	1183	3358	1	0	0.15	2011-07-28	2011-03-05	145
809099	728x90	1183	3362	0	0	0.16	2011-09-27	2011-08-03	55
795589	728x90	1183	3372	0	0	0.51	2011-05-24	2011-03-01	84
786175	160x600	87	3373	0	0	1.21	2011-06-04	2011-03-01	95
820746	300x250	272	3387	4	0	0.03	2012-01-19	2012-01-19	0
790494	300x250	69	3402	0	0	3.41	2011-07-11	2011-03-01	132
735040	728x90	1183	3405	0	0	0.83	2011-05-04	2011-03-01	64
783203	300x250	1183	3406	1	0	0.01	2011-07-05	2011-03-21	106
804065	300x250	1183	3408	0	0	0.41	2012-02-05	2011-07-13	207
40774	468x60	1	3414	1	0	1.38	2011-10-21	2011-03-02	233
793246	300x250	1183	3416	3	0	0.74	2011-05-11	2011-03-01	71
805998	300x250	1183	3420	5	0	1.33	2011-11-15	2011-07-13	125
780519	160x600	1183	3424	1	0	0.53	2011-07-12	2011-03-06	128
789923	300x250	1183	3430	0	0	2.23	2011-09-01	2011-04-02	152
790298	160x600	1183	3441	15	0	0.07	2011-06-30	2011-03-06	116
770307	728x90	1236	3450	1	0	1.88	2012-02-05	2011-03-09	333
805158	300x250	1183	3452	0	0	0.56	2011-10-21	2011-07-14	99
791349	160x600	78	3458	2	0	3.50	2011-11-08	2011-03-01	252
707215	300x250	1	3462	1	0	0.85	2011-10-14	2011-03-01	227
743198	300x250	79	3465	12	0	10.55	2011-04-05	2011-03-01	35
794179	728x90	1183	3473	7	0	0.91	2012-01-03	2011-03-11	298
795369	728x90	1183	3478	0	0	0.03	2011-05-20	2011-05-19	1
783517	728x90	87	3502	1	0	3.07	2011-12-22	2011-03-09	288
780201	300x250	378	3509	0	0	0.40	2012-02-04	2011-08-09	179
795666	468x60	1183	3511	0	0	0.38	2011-06-24	2011-04-17	68
776408	160x600	1183	3514	0	0	1.53	2011-05-21	2011-03-01	81
787099	300x250	1183	3516	7	0	0.03	2012-01-03	2011-04-04	274
794296	160x600	87	3520	0	0	0.04	2011-09-02	2011-03-01	185
790654	300x250	1183	3520	2	0	4.35	2012-02-05	2011-05-20	261
789063	300x250	81	3521	0	0	1.38	2011-09-27	2011-03-03	208
777289	728x90	1183	3531	5	0	1.74	2011-09-27	2011-03-03	208
713788	728x90	65	3535	2	0	0.55	2011-08-31	2011-03-13	171
784794	160x600	1183	3544	2	0	1.85	2012-02-05	2011-03-11	331
792073	728x90	87	3554	0	0	1.53	2011-07-22	2011-04-01	112
820745	300x250	272	3557	3	0	0.03	2012-01-19	2012-01-19	0
734091	728x90	1183	3557	1	0	0.08	2011-07-26	2011-03-03	145
775621	728x90	1183	3557	2	0	0.03	2011-08-17	2011-03-16	154
794743	728x90	1183	3562	5	0	2.63	2012-02-03	2011-07-14	204
804249	300x250	1183	3563	4	0	1.28	2011-10-06	2011-07-13	85
743198	300x250	83	3566	16	0	9.80	2011-05-01	2011-03-01	61
799919	300x250	1183	3583	8	0	2.80	2011-07-20	2011-03-09	133
798800	728x90	1183	3583	3	0	3.42	2012-01-13	2011-03-03	316
780427	160x600	1183	3585	0	0	1.22	2011-06-05	2011-03-01	96
758253	300x250	87	3586	1	0	16.10	2011-07-15	2011-07-13	2
762782	728x90	1	3586	0	0	1.66	2011-04-24	2011-03-01	54
802369	728x90	1183	3591	1	0	1.62	2012-02-05	2011-07-13	207
820959	300x250	82	3592	11	1	0.03	2012-01-19	2012-01-19	0
793562	300x250	1183	3597	4	0	1.00	2012-02-03	2011-03-15	325
