siteid	size	segmentid	n	k	a	cost	max(date)	min(date)	days
748223	300x250	1	12459	1	0	3.52	2011-04-25	2011-03-09	47
790300	728x90	1183	12462	2	0	7.69	2011-06-30	2011-03-01	121
799299	728x90	1183	12464	3	0	12.47	2012-02-05	2011-07-13	207
789901	728x90	1235	12474	9	0	3.18	2012-02-05	2011-05-19	262
729794	160x600	1	12478	0	0	1.63	2011-05-05	2011-03-01	65
803714	160x600	1183	12481	12	0	2.83	2012-02-05	2011-07-13	207
820762	160x600	1183	12498	3	0	0.12	2012-01-01	2012-01-01	0
820759	160x600	1183	12507	5	0	0.12	2012-01-01	2012-01-01	0
758669	728x90	87	12526	2	0	7.26	2012-01-13	2011-03-01	318
794894	120x600	1235	12547	3	0	6.91	2012-02-05	2011-06-02	248
785654	160x600	87	12550	0	0	2.60	2012-02-05	2011-07-03	217
805885	160x600	1183	12553	35	2	25.49	2011-08-24	2011-07-13	42
804244	728x90	1183	12559	3	1	8.15	2011-09-21	2011-07-14	69
805895	160x600	1183	12563	34	10	21.43	2011-08-24	2011-07-13	42
802304	300x250	1183	12606	39	0	9.35	2012-02-05	2011-07-13	207
806923	160x600	87	12648	3	0	5.93	2012-02-02	2011-07-13	204
796304	300x250	1183	12650	1	0	17.80	2012-01-18	2011-03-01	323
787478	728x90	67	12653	1	0	0.56	2011-05-16	2011-04-07	39
772441	728x90	85	12673	0	0	0.06	2011-05-17	2011-03-05	73
792822	160x600	1183	12692	2	0	0.03	2012-01-11	2011-12-15	27
807531	300x250	1183	12701	8	0	3.16	2012-02-05	2011-07-13	207
790742	728x90	1183	12703	7	0	3.37	2011-10-21	2011-03-01	234
794890	160x600	87	12714	5	0	6.44	2011-10-26	2011-03-01	239
800987	160x600	1183	12722	3	0	0.32	2011-09-29	2011-05-06	146
784011	160x600	1183	12735	1	0	8.94	2012-02-05	2011-03-02	340
770495	300x250	87	12754	9	0	10.31	2011-10-21	2011-04-02	202
775515	160x600	1183	12767	3	0	14.43	2011-05-05	2011-03-01	65
743175	728x90	1183	12776	1	0	7.56	2011-09-27	2011-03-09	202
790004	160x600	1183	12818	1	0	3.95	2011-09-27	2011-03-01	210
781026	120x600	1183	12836	0	0	0.08	2011-11-15	2011-03-01	259
767787	300x250	87	12847	15	0	13.55	2012-02-05	2011-03-28	314
767175	728x90	79	12852	23	0	9.57	2012-02-05	2011-03-08	334
774349	728x90	87	12858	3	0	6.10	2012-02-05	2011-03-10	332
743250	160x600	1183	12896	3	0	22.31	2011-03-30	2011-03-01	29
790784	728x90	1183	12918	7	0	3.95	2011-10-04	2011-03-09	209
795456	160x600	1183	12958	7	0	6.12	2011-09-06	2011-03-09	181
776864	160x600	1183	12977	3	0	8.44	2011-11-11	2011-03-16	240
743215	300x250	79	12978	64	2	48.25	2011-06-30	2011-03-03	119
768692	300x250	1183	13004	12	0	18.28	2012-02-04	2011-07-13	206
777330	300x600	1183	13023	11	0	0.14	2011-10-21	2011-05-29	145
820756	160x600	1183	13038	3	0	0.12	2012-01-01	2012-01-01	0
784460	728x90	87	13045	3	0	7.44	2011-11-03	2011-03-09	239
801955	300x250	1183	13095	16	0	12.29	2012-02-05	2011-07-13	207
804674	160x600	1183	13116	6	0	2.36	2012-02-05	2011-06-30	220
794866	160x600	1183	13126	5	0	5.15	2011-10-06	2011-03-01	219
804247	728x90	1183	13126	4	0	6.04	2011-08-03	2011-07-13	21
790150	728x90	1183	13147	8	1	10.14	2012-02-05	2011-06-20	230
798228	300x250	1183	13172	18	0	9.01	2012-01-20	2011-03-09	317
809629	300x250	87	13172	12	0	0.08	2011-08-17	2011-07-21	27
818864	300x250	1183	13173	2	0	0.09	2011-11-24	2011-11-24	0
782258	120x600	1183	13185	0	0	2.44	2011-10-21	2011-03-05	230
794096	300x250	1183	13188	11	0	8.53	2011-08-17	2011-03-01	169
798994	160x600	87	13189	14	0	14.20	2011-11-23	2011-03-01	267
778920	300x250	67	13199	1	0	1.26	2012-01-12	2011-04-13	274
797786	120x600	1183	13204	1	0	1.72	2012-01-30	2011-03-01	335
811002	120x600	87	13214	2	0	0.08	2011-10-21	2011-08-11	71
805350	728x90	1183	13248	0	0	0.51	2011-12-13	2011-06-18	178
822653	300x250	1183	13258	2	0	0.01	2012-02-02	2012-02-01	1
743812	300x250	84	13260	37	0	30.72	2011-04-07	2011-03-01	37
743812	300x250	83	13290	35	0	31.58	2011-04-08	2011-03-02	37
816265	728x90	1183	13309	0	0	0.15	2011-10-25	2011-10-25	0
773903	300x250	1183	13340	127	1	7.06	2011-06-24	2011-03-01	115
733205	728x90	1183	13343	1	0	1.08	2011-08-24	2011-03-02	175
772092	300x250	87	13345	0	0	11.54	2011-12-29	2011-07-13	169
785630	300x250	87	13348	2	0	5.56	2012-02-05	2011-03-10	332
807497	728x90	87	13363	0	0	5.52	2012-02-05	2011-07-13	207
780202	728x90	375	13368	2	0	6.60	2012-02-05	2011-05-31	250
801009	728x90	1183	13370	8	0	5.16	2012-02-05	2011-06-20	230
773734	728x90	81	13373	14	0	15.52	2011-05-05	2011-03-01	65
743206	300x250	265	13397	11	0	30.14	2011-09-26	2011-03-01	209
743215	300x250	82	13402	69	0	46.18	2011-04-26	2011-03-15	42
796903	300x250	79	13434	3	0	7.71	2011-08-16	2011-07-14	33
811562	300x250	1183	13435	10	0	0.08	2011-11-02	2011-08-23	71
777928	728x90	68	13465	3	0	0.15	2011-12-09	2011-12-09	0
790386	160x600	1183	13502	4	0	4.71	2011-09-09	2011-03-09	184
803005	728x90	1183	13517	7	0	8.11	2012-02-03	2011-07-13	205
771448	728x90	87	13522	2	0	3.54	2011-09-03	2011-03-22	165
772926	300x250	87	13540	4	0	33.19	2012-01-01	2011-04-02	274
786623	160x600	1183	13557	419	0	0.52	2012-02-05	2011-03-01	341
773474	728x90	87	13563	4	0	6.09	2012-02-05	2011-03-09	333
803994	300x250	87	13581	2	1	15.94	2012-02-05	2011-07-13	207
795172	728x90	87	13586	4	0	2.26	2011-09-20	2011-03-06	198
783365	160x600	1183	13588	2	0	4.26	2012-02-05	2011-03-01	341
820231	120x600	87	13589	2	0	0.02	2011-12-14	2011-12-14	0
761110	728x90	81	13597	18	0	5.89	2011-09-27	2011-03-05	206
802092	160x600	65	13597	2	0	5.56	2011-10-29	2011-07-16	105
790902	300x250	1183	13606	3	0	2.31	2012-02-05	2011-03-14	328
789673	160x600	1183	13618	2	0	1.23	2011-09-09	2011-07-05	66
795767	728x90	87	13622	1	0	4.83	2012-02-05	2011-03-01	341
793243	728x90	1183	13626	1	1	9.73	2011-12-04	2011-07-13	144
799312	300x250	1183	13647	8	1	12.60	2012-01-25	2011-03-20	311
793745	300x250	87	13666	4	0	11.81	2012-02-05	2011-03-09	333
807160	160x600	1183	13691	2	0	8.34	2012-02-05	2011-07-13	207
749486	468x60	1183	13743	0	0	1.47	2012-02-04	2011-04-16	294
786974	300x250	87	13744	4	0	0.01	2011-09-27	2011-03-27	184
757697	728x90	1	13758	0	0	1.65	2011-06-15	2011-03-18	89
811048	300x250	1056	13764	1	0	0.08	2011-08-24	2011-08-24	0
787608	160x600	1183	13793	8	0	5.85	2011-06-05	2011-03-02	95
773616	300x250	87	13811	5	0	10.27	2011-08-20	2011-03-22	151
777326	728x90	1183	13824	4	0	6.34	2011-12-24	2011-03-01	298
697644	728x90	65	13832	3	0	6.89	2012-02-05	2011-05-20	261
765342	300x250	1183	13856	8	1	5.36	2011-09-27	2011-03-01	210
792796	728x90	87	13881	7	0	14.37	2012-01-28	2011-03-10	324
804135	300x250	87	13932	2	0	11.82	2012-02-05	2011-07-13	207
776528	728x90	1183	13932	2	0	4.43	2011-08-15	2011-03-09	159
804790	468x60	1183	13946	0	0	7.27	2012-01-10	2011-07-14	180
802484	160x600	87	13963	3	0	9.26	2011-09-13	2011-07-13	62
788942	160x600	1183	13969	0	0	0.09	2011-09-08	2011-03-01	191
791429	728x90	1183	13975	1	0	2.97	2011-11-30	2011-03-09	266
772903	300x250	1236	14006	10	0	21.60	2012-02-05	2011-04-02	309
790933	300x250	1183	14007	9	0	16.43	2011-07-02	2011-03-26	98
763831	180x150	84	14038	1	0	0.49	2011-07-12	2011-05-03	70
783644	728x90	87	14045	4	0	7.61	2012-02-04	2011-03-09	332
773841	160x600	1236	14053	2	0	11.65	2012-02-05	2011-03-01	341
816452	160x600	87	14076	5	0	0.02	2011-11-05	2011-11-03	2
767948	728x90	87	14084	6	0	1.78	2011-10-18	2011-03-01	231
785967	300x250	87	14084	0	0	1.34	2011-09-08	2011-03-02	190
775855	300x250	1183	14095	1	0	9.99	2011-10-11	2011-03-03	222
784194	120x600	1235	14096	18	0	5.77	2012-02-05	2011-07-13	207
791292	160x600	1183	14102	6	0	17.78	2011-04-04	2011-03-01	34
789379	728x90	87	14118	42	0	5.70	2012-01-27	2011-06-18	223
806500	300x250	1183	14122	9	0	0.08	2011-08-10	2011-07-13	28
799121	160x600	1183	14140	7	0	5.41	2012-02-05	2011-07-13	207
800339	160x600	1183	14141	3	0	9.39	2011-12-20	2011-03-27	268
820757	728x90	1183	14168	2	0	0.15	2012-01-01	2012-01-01	0
766935	300x250	87	14176	5	0	4.11	2012-02-05	2011-03-01	341
757170	728x90	1236	14204	3	1	20.90	2012-02-05	2011-03-09	333
810951	300x250	1183	14214	30	0	0.12	2011-08-12	2011-08-12	0
820760	728x90	1183	14221	4	0	0.15	2012-01-01	2012-01-01	0
782148	300x250	87	14223	7	0	5.59	2012-02-05	2011-03-09	333
787234	728x90	87	14242	8	0	7.37	2011-10-03	2011-03-09	208
757000	160x600	1183	14250	10	0	7.06	2012-01-13	2011-07-13	184
789060	300x250	78	14277	7	0	8.05	2011-08-26	2011-03-09	170
804042	300x250	1183	14279	23	0	8.42	2012-02-04	2011-07-13	206
802257	300x250	1183	14288	3	1	6.12	2012-02-05	2011-07-04	216
796112	728x90	87	14341	2	0	5.04	2011-08-18	2011-03-11	160
791350	300x250	83	14342	3	0	0.28	2011-11-08	2011-03-01	252
793732	160x600	1183	14345	33	0	0.08	2011-08-31	2011-07-29	33
794381	300x250	1183	14358	6	0	0.04	2011-12-02	2011-03-07	270
810536	120x600	1183	14363	7	0	0.16	2011-08-19	2011-08-18	1
804044	728x90	1183	14368	36	0	9.68	2012-02-04	2011-07-13	206
783262	160x600	1183	14377	22	0	10.27	2012-02-05	2011-03-06	336
784330	160x600	1183	14380	7	0	8.08	2012-02-05	2011-03-30	312
805699	728x90	1183	14426	13	0	6.94	2012-02-05	2011-07-13	207
781076	468x60	87	14479	3	0	2.32	2012-02-05	2011-03-09	333
782603	300x600	1183	14502	3	0	0.49	2011-10-21	2011-05-16	158
715938	300x250	1	14508	42	1	18.10	2012-02-05	2011-04-02	309
793090	728x90	1183	14517	1	0	2.10	2012-02-05	2011-03-02	340
783288	728x90	67	14528	3	0	5.96	2012-02-05	2011-06-05	245
788069	300x250	87	14531	13	1	14.46	2012-02-05	2011-07-13	207
800555	300x250	1183	14532	19	2	5.16	2011-09-23	2011-07-13	72
795118	728x90	87	14540	0	0	5.11	2012-02-05	2011-03-09	333
804803	728x90	1183	14555	6	0	9.90	2011-09-12	2011-07-13	61
800517	300x250	1183	14561	4	0	11.07	2012-02-05	2011-07-13	207
783288	728x90	69	14562	1	0	0.54	2012-02-05	2011-03-07	335
795543	728x90	1183	14597	10	0	9.50	2011-09-27	2011-05-22	128
700866	160x600	1	14611	2	0	5.16	2012-01-12	2011-03-02	316
794857	728x90	87	14616	0	0	6.38	2011-10-21	2011-03-03	232
799291	300x250	1183	14627	4	0	1.74	2012-02-05	2011-07-13	207
815237	728x90	1183	14638	10	0	0.11	2011-10-25	2011-10-25	0
787379	160x600	1183	14653	15	0	4.20	2012-02-04	2011-03-09	332
799300	300x250	1183	14689	6	0	13.91	2012-02-05	2011-07-13	207
794294	728x90	87	14689	2	0	0.52	2011-09-26	2011-03-01	209
820754	728x90	1183	14693	3	0	0.15	2012-01-01	2012-01-01	0
820960	728x90	84	14697	11	0	0.10	2012-01-19	2012-01-19	0
772836	728x90	1183	14698	1	0	1.18	2011-10-17	2011-03-01	230
819013	160x600	1183	14757	3	0	0.07	2011-12-01	2011-12-01	0
802332	160x600	87	14772	17	0	4.69	2012-01-27	2011-07-28	183
778229	728x90	1183	14777	2	0	6.83	2012-02-05	2011-03-09	333
781615	160x600	87	14777	4	0	7.94	2011-11-24	2011-03-01	268
795769	300x250	87	14792	0	0	1.40	2012-01-02	2011-03-09	299
783657	300x250	1183	14810	0	0	3.19	2012-02-03	2011-03-10	330
799772	300x250	87	14825	4	0	13.44	2012-02-05	2011-07-13	207
771222	728x90	1183	14891	0	0	6.48	2012-02-03	2011-03-09	331
809994	160x600	1183	14896	8	0	0.02	2011-09-06	2011-07-27	41
790871	728x90	1183	14902	1	0	1.32	2011-07-12	2011-03-09	125
783926	300x250	87	14919	1	0	0.04	2011-08-06	2011-06-30	37
807017	728x90	1183	14923	2	0	12.26	2012-02-05	2011-07-13	207
790468	300x250	1183	14925	7	0	1.77	2011-11-04	2011-03-03	246
787909	300x250	1183	14946	1	0	9.22	2012-02-04	2011-04-02	308
773338	160x600	87	14972	5	0	12.76	2011-08-09	2011-03-15	147
756974	300x250	1183	14992	3	0	11.33	2012-01-03	2011-04-01	277
808309	728x90	1183	14995	2	1	6.41	2011-10-10	2011-07-13	89
820747	728x90	81	15030	24	0	0.02	2012-01-19	2012-01-19	0
789515	728x90	1183	15047	11	0	9.56	2012-02-05	2011-07-13	207
800808	728x90	1183	15052	18	0	8.32	2011-12-13	2011-07-13	153
776493	300x250	1183	15061	4	0	12.98	2011-07-15	2011-03-09	128
780201	300x250	377	15074	0	0	3.25	2012-02-05	2011-04-30	281
776409	728x90	1183	15104	5	0	6.33	2011-06-22	2011-03-09	105
790071	728x90	1183	15119	1	0	0.96	2011-04-02	2011-03-06	27
818492	160x600	1183	15129	0	0	0.07	2012-01-20	2012-01-20	0
757245	300x250	87	15141	3	1	14.86	2012-02-05	2011-03-21	321
743198	728x90	78	15147	19	0	21.51	2011-06-06	2011-03-01	97
808834	120x600	1183	15153	0	0	0.90	2012-02-05	2011-07-13	207
801805	728x90	87	15210	4	0	3.07	2012-02-05	2011-07-13	207
808413	120x600	87	15221	1	0	7.80	2011-08-24	2011-07-13	42
777347	300x600	1183	15250	21	0	0.16	2011-10-21	2011-10-20	1
802315	300x250	1183	15253	149	1	2.65	2012-02-05	2011-10-11	117
761924	300x250	1183	15266	2	0	1.80	2012-01-12	2011-03-01	317
765740	160x600	1183	15279	5	2	20.33	2012-02-05	2011-04-02	309
799254	160x600	87	15321	10	0	7.73	2011-10-07	2011-03-05	216
711538	728x90	1183	15348	10	0	10.22	2012-02-05	2011-07-13	207
762248	728x90	1183	15354	6	0	9.45	2011-07-07	2011-03-12	117
782357	300x250	1183	15375	20	0	9.38	2011-06-27	2011-03-01	118
797746	728x90	1183	15377	3	0	3.85	2012-02-04	2011-03-02	339
783928	160x600	87	15388	12	0	0.06	2011-09-26	2011-06-20	98
790639	728x90	81	15403	1	0	19.53	2012-02-05	2011-07-13	207
786200	300x250	1183	15403	1	0	2.25	2011-06-30	2011-04-02	89
781891	300x250	1183	15423	15	0	11.08	2011-03-13	2011-03-11	2
803875	300x250	87	15424	6	0	7.39	2012-02-05	2011-07-13	207
776810	728x90	69	15429	2	0	4.25	2011-08-04	2011-03-11	146
791938	728x90	1183	15432	6	0	3.72	2012-02-05	2011-07-14	206
811571	728x90	1183	15441	96	1	0.12	2011-09-27	2011-08-18	40
770966	728x90	1183	15463	4	0	8.47	2011-05-24	2011-03-09	76
795120	300x250	1235	15480	1	0	5.04	2012-02-05	2011-07-15	205
798807	300x250	87	15493	0	0	7.34	2012-02-05	2011-07-13	207
802546	300x250	1183	15497	7	0	7.30	2012-02-05	2011-07-13	207
803125	300x250	1183	15535	25	0	11.45	2012-01-03	2011-07-14	173
789162	300x250	1236	15551	6	0	0.10	2011-08-24	2011-08-19	5
753362	180x150	82	15558	1	0	0.78	2011-07-11	2011-05-13	59
758745	160x600	78	15568	31	0	0.16	2011-07-13	2011-07-12	1
769683	160x600	1183	15583	5	0	10.74	2012-01-20	2011-03-09	317
792086	300x250	87	15636	3	0	4.88	2012-01-27	2011-03-02	331
820841	160x600	1183	15641	8	0	0.16	2012-01-01	2012-01-01	0
765482	300x250	87	15654	10	0	8.95	2012-02-05	2011-07-13	207
788689	300x250	1183	15670	1	0	9.90	2011-08-16	2011-03-15	154
821354	160x600	1183	15692	2	0	0.12	2012-01-05	2012-01-05	0
801278	728x90	1183	15704	7	0	0.10	2011-09-26	2011-07-05	83
775620	300x250	1183	15706	12	1	2.80	2012-01-22	2011-03-01	327
777622	728x90	1236	15719	2	0	7.02	2012-02-05	2011-03-11	331
803972	468x60	376	15755	4	0	0.06	2011-11-09	2011-11-09	0
693908	728x90	1	15761	21	0	6.67	2012-02-04	2011-03-03	338
814347	728x90	82	15776	9	0	0.03	2011-11-23	2011-11-23	0
779730	160x600	1183	15823	18	0	5.13	2012-02-05	2011-03-01	341
787471	728x90	69	15824	1	0	0.58	2011-06-14	2011-03-16	90
747653	300x250	65	15862	8	1	11.70	2012-02-05	2011-03-28	314
796726	728x90	1183	15906	3	0	2.05	2011-06-14	2011-03-10	96
816787	728x90	1183	15952	5	0	0.06	2012-02-02	2011-10-29	96
785023	728x90	1183	15965	0	0	9.97	2012-02-05	2011-03-09	333
774546	728x90	1183	15967	1	0	11.51	2011-08-24	2011-03-01	176
740876	728x90	1	15977	12	1	26.92	2012-02-05	2011-07-13	207
780424	728x90	87	15986	3	0	9.22	2012-02-05	2011-03-09	333
814303	160x600	69	16008	1	0	0.11	2011-11-19	2011-11-19	0
816274	160x600	1183	16010	1	0	0.14	2011-10-25	2011-10-25	0
794965	728x90	1183	16073	4	0	3.13	2011-10-25	2011-03-01	238
796723	728x90	1183	16076	11	0	2.97	2012-02-05	2011-04-03	308
789249	300x250	1183	16081	5	0	1.67	2011-08-31	2011-07-13	49
793502	160x600	1183	16092	11	0	3.80	2012-01-06	2011-07-13	177
794928	300x250	87	16159	6	1	6.68	2012-02-05	2011-03-01	341
690545	468x60	1	16174	8	0	0.12	2011-05-22	2011-04-05	47
793768	728x90	87	16185	8	0	10.32	2011-09-27	2011-03-09	202
718660	728x90	1	16188	4	0	12.35	2012-02-05	2011-03-09	333
744093	728x90	1	16209	0	0	8.44	2012-02-04	2011-03-01	340
809188	468x60	87	16233	2	0	0.20	2011-10-21	2011-09-03	48
799563	160x600	87	16249	1	0	0.17	2011-12-16	2011-08-05	133
797961	300x250	1183	16281	5	0	16.05	2012-02-05	2011-07-05	215
779334	728x90	1235	16294	21	0	7.82	2012-01-25	2011-04-09	291
772400	728x90	87	16324	4	0	6.27	2011-08-08	2011-03-01	160
800701	180x150	87	16345	0	0	5.08	2011-07-07	2011-03-19	110
785365	728x90	1183	16369	1	0	2.33	2011-06-14	2011-03-02	104
782313	160x600	1183	16429	9	0	18.14	2012-02-05	2011-03-02	340
780076	300x250	1183	16460	1	0	0.05	2011-09-08	2011-04-02	159
787217	160x600	1183	16471	11	0	0.50	2011-09-06	2011-03-05	185
801877	728x90	1183	16596	7	0	2.50	2011-09-27	2011-07-17	72
808297	160x600	1183	16648	10	0	4.76	2012-01-25	2011-07-14	195
794898	728x90	87	16649	19	0	10.46	2012-01-27	2011-05-20	252
783759	728x90	1183	16659	6	0	8.80	2012-02-05	2011-03-01	341
794727	300x250	1183	16702	3	0	2.82	2012-02-05	2011-03-01	341
744890	728x90	1183	16709	1	0	4.18	2012-02-05	2011-06-30	220
792704	300x250	1183	16711	34	2	0.09	2012-01-14	2011-05-17	242
743227	728x90	1183	16720	7	0	17.59	2011-05-24	2011-03-09	76
800519	728x90	1183	16750	5	0	10.60	2012-02-05	2011-07-13	207
816784	728x90	1183	16756	0	0	0.12	2011-10-29	2011-10-29	0
802492	160x600	87	16764	4	0	8.41	2012-02-05	2011-07-13	207
796298	160x600	1183	16799	3	0	6.04	2012-01-18	2011-03-17	307
743215	300x250	78	16808	94	0	62.63	2011-04-08	2011-03-09	30
780717	728x90	1183	16808	2	1	0.22	2011-12-30	2011-03-01	304
802599	300x250	1183	16816	4	0	0.14	2011-08-11	2011-08-11	0
743812	300x250	82	16821	46	0	38.31	2011-06-06	2011-03-02	96
767173	160x600	1183	16832	0	0	2.91	2012-01-03	2011-03-01	308
805892	120x600	87	16855	0	0	5.79	2011-08-24	2011-05-28	88
784711	160x600	1183	16855	13	0	2.10	2011-10-21	2011-03-02	233
799269	300x250	1183	16865	2	0	2.45	2011-10-31	2011-03-05	240
805775	728x90	1183	16870	2	0	8.19	2012-02-05	2011-07-13	207
778700	728x90	87	16874	11	0	4.52	2011-09-14	2011-03-01	197
789634	728x90	1183	16882	9	0	0.04	2011-09-30	2011-09-29	1
778653	160x600	78	16883	5	0	8.22	2011-08-29	2011-03-01	181
791270	728x90	1183	16974	4	0	25.79	2012-01-18	2011-07-13	189
759197	728x90	1	16997	14	0	6.99	2012-02-05	2011-03-09	333
787471	728x90	68	17071	1	0	0.73	2011-05-23	2011-04-08	45
735286	300x250	1	17074	2	0	5.92	2011-12-31	2011-03-01	305
784659	300x250	1183	17078	5	0	4.70	2011-09-27	2011-04-05	175
805050	468x60	87	17091	1	0	6.49	2012-02-05	2011-07-13	207
815236	160x600	1183	17096	5	0	0.16	2011-10-25	2011-10-25	0
767175	728x90	81	17100	45	0	9.43	2012-02-05	2011-03-06	336
803871	728x90	87	17115	4	0	7.16	2012-02-05	2011-07-13	207
801523	728x90	1183	17117	1	0	3.86	2011-11-29	2011-07-13	139
782163	160x600	1236	17165	4	0	16.98	2012-02-05	2011-03-10	332
783914	728x90	1183	17174	0	0	3.79	2012-02-05	2011-03-09	333
786902	300x250	1183	17244	17	0	7.47	2012-02-05	2011-03-02	340
774043	728x90	1183	17257	7	0	16.51	2011-08-09	2011-07-13	27
805700	300x250	1183	17262	8	0	14.46	2012-02-05	2011-07-13	207
765500	300x250	87	17275	16	1	11.64	2012-02-05	2011-03-03	339
780180	160x600	1183	17308	0	0	3.97	2012-02-05	2011-03-01	341
779906	300x250	1183	17327	12	0	8.27	2012-02-05	2011-07-13	207
797067	160x600	1183	17387	34	0	0.07	2011-09-02	2011-06-29	65
785657	300x250	1183	17389	0	0	0.16	2011-09-26	2011-03-14	196
800231	160x600	87	17434	0	0	7.76	2011-11-09	2011-03-14	240
785022	300x250	1183	17437	1	0	9.98	2012-02-05	2011-03-18	324
805032	728x90	1183	17447	3	0	13.20	2012-02-05	2011-07-13	207
764992	120x600	87	17460	4	0	11.58	2011-11-22	2011-03-07	260
773761	300x250	1183	17473	4	0	6.08	2012-02-05	2011-03-01	341
743067	728x90	1	17484	6	0	13.61	2012-02-05	2011-03-09	333
774633	728x90	1236	17488	4	0	12.29	2012-02-03	2011-03-09	331
757057	728x90	87	17491	6	0	0.47	2011-08-23	2011-03-10	166
743206	160x600	82	17494	132	0	53.77	2011-09-27	2011-03-01	210
786525	728x90	1183	17498	3	0	7.42	2011-09-25	2011-03-01	208
773630	728x90	87	17513	9	0	17.27	2011-08-16	2011-03-10	159
780609	160x600	1183	17536	2	0	6.04	2011-10-30	2011-03-02	242
784070	728x90	1183	17549	9	0	17.87	2012-02-05	2011-07-13	207
790181	728x90	1183	17566	37	0	9.87	2012-02-05	2011-03-09	333
805918	300x250	1183	17581	21	0	13.91	2012-02-05	2011-07-13	207
802342	300x250	87	17589	3	0	24.50	2012-01-25	2011-07-13	196
800158	728x90	1183	17600	6	0	0.11	2011-08-17	2011-06-29	49
724097	300x250	1	17630	10	0	12.81	2012-02-05	2011-03-12	330
806987	728x90	1183	17654	9	0	5.30	2011-10-10	2011-07-13	89
775389	300x250	1183	17687	0	0	7.31	2011-03-26	2011-03-01	25
802026	234x60	1183	17721	0	0	6.33	2011-10-10	2011-04-27	166
743812	300x250	85	17741	44	0	33.91	2011-06-07	2011-03-02	97
786828	728x90	1183	17767	5	0	7.92	2012-02-05	2011-03-10	332
808163	728x90	87	17770	46	0	14.21	2012-01-01	2011-07-13	172
694303	300x250	1183	17781	10	0	8.29	2012-02-05	2011-07-13	207
806511	728x90	1183	17814	10	0	0.68	2012-01-11	2011-07-13	182
781308	300x250	1183	17815	8	0	15.16	2012-02-05	2011-03-01	341
809374	300x250	1183	17830	20	0	0.04	2011-12-08	2011-08-23	107
771487	300x250	1183	17867	18	0	12.11	2012-02-05	2011-03-01	341
743164	180x150	1183	17872	2	0	5.06	2012-02-05	2011-05-16	265
787664	728x90	1183	17884	105	0	18.76	2012-02-05	2011-03-09	333
792577	728x90	87	17893	56	1	5.28	2011-09-27	2011-03-01	210
801483	300x250	1183	17902	130	0	10.68	2012-02-05	2011-07-13	207
776906	728x90	1183	17921	12	0	9.89	2012-02-05	2011-03-15	327
761281	300x250	1	17932	15	0	7.94	2012-02-05	2011-07-13	207
768755	728x90	1183	17949	41	1	22.51	2012-02-05	2011-05-23	258
762274	160x600	1	18003	4	0	9.49	2011-09-06	2011-03-21	169
815235	300x250	1183	18048	17	1	0.18	2011-10-25	2011-10-25	0
765479	300x250	1183	18080	14	0	10.92	2012-02-05	2011-07-13	207
759556	728x90	1183	18109	2	0	2.41	2011-07-12	2011-03-02	132
808409	160x600	87	18121	32	0	33.70	2011-08-24	2011-07-13	42
820602	300x250	1183	18132	627	1	0.12	2011-12-20	2011-12-20	0
758745	160x600	79	18159	8	0	0.22	2011-07-13	2011-07-12	1
772031	300x250	1183	18165	24	0	4.12	2011-09-27	2011-03-03	208
794900	160x600	87	18168	2	0	8.65	2012-02-05	2011-04-02	309
722928	300x250	1183	18239	21	1	10.66	2011-11-15	2011-06-29	139
737385	728x90	1	18327	5	0	3.21	2012-02-04	2011-03-03	338
787378	300x250	1183	18380	15	0	1.38	2012-02-04	2011-03-28	313
790492	160x600	67	18382	0	0	5.20	2011-07-12	2011-03-03	131
799014	300x250	87	18408	2	0	8.92	2012-02-05	2011-03-13	329
743211	728x90	78	18448	21	0	20.35	2011-06-04	2011-03-06	90
747835	728x90	1	18450	4	0	8.63	2012-02-05	2011-03-09	333
794404	728x90	1183	18463	2	0	13.84	2012-02-05	2011-07-13	207
784823	728x90	1183	18471	13	0	5.64	2012-02-05	2011-03-01	341
793458	120x600	1183	18488	1	0	1.09	2011-11-15	2011-03-01	259
786524	728x90	87	18494	6	0	14.70	2011-09-27	2011-03-03	208
803984	300x250	1183	18532	3	0	15.38	2012-01-11	2011-07-13	182
743168	468x60	1183	18535	3	0	8.90	2011-09-27	2011-03-15	196
818862	728x90	1183	18539	0	0	0.11	2011-11-24	2011-11-24	0
764291	728x90	1	18540	22	1	6.79	2012-02-05	2011-03-04	338
720882	728x90	1183	18545	7	0	9.39	2011-12-07	2011-07-01	159
787827	160x600	1183	18554	21	0	8.41	2012-01-02	2011-03-01	307
805896	468x60	87	18560	82	1	6.97	2011-08-26	2011-07-01	56
807956	300x250	1183	18640	28	0	1.45	2011-09-27	2011-07-15	74
781281	728x90	1183	18689	4	0	3.90	2012-02-05	2011-03-03	339
794097	160x600	1183	18700	5	0	4.23	2011-05-04	2011-03-01	64
791430	728x90	87	18732	3	0	11.54	2012-01-08	2011-03-02	312
780837	300x250	1183	18733	0	0	5.23	2011-07-21	2011-03-01	142
793003	728x90	87	18736	2	0	5.75	2012-01-13	2011-03-09	310
805251	728x90	87	18738	0	0	6.45	2012-01-10	2011-07-13	181
781600	300x250	87	18755	4	0	13.76	2012-02-05	2011-03-01	341
743812	160x600	85	18760	19	0	26.71	2011-04-22	2011-03-01	52
800860	728x90	1183	18768	13	0	10.38	2012-02-05	2011-07-13	207
775722	300x250	1183	18827	12	0	7.02	2012-02-05	2011-03-01	341
